domain,table,entity,column,sql_type,kotlin_type,nullable,key,enum_values,relationship,notes
shared,placement_applications,PlacementApplicationEntity,reallocated_at,timestamp,OffsetDateTime?,yes,,,,"migration uses timestamp (no time zone); entity is OffsetDateTime"
shared,placement_applications,PlacementApplicationEntity,decision,text,PlacementApplicationDecision?,yes,,ACCEPTED|REJECTED|WITHDRAW|WITHDRAWN_BY_PP,,
shared,placement_applications,PlacementApplicationEntity,decision_made_at,timestamp,OffsetDateTime?,yes,,,,"migration uses timestamp (no time zone); entity is OffsetDateTime"
shared,placement_applications,PlacementApplicationEntity,placement_type,text,PlacementType?,yes,,ROTL|RELEASE_FOLLOWING_DECISION|ADDITIONAL_PLACEMENT|AUTOMATIC,,
shared,placement_applications,PlacementApplicationEntity,automatic,boolean,Boolean,no,,,,
shared,placement_applications,PlacementApplicationEntity,withdrawal_reason,text,PlacementApplicationWithdrawalReason?,yes,,see PlacementApplicationWithdrawalReason enum,,
shared,placement_applications,PlacementApplicationEntity,due_at,timestamptz,OffsetDateTime?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,placement_application_submission_group_id,uuid,UUID?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,is_withdrawn,boolean,Boolean,no,,,,
shared,placement_applications,PlacementApplicationEntity,expected_arrival,date,LocalDate?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,requested_duration,integer,Int?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,authorised_duration,integer,Int?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,expected_arrival_flexible,boolean,Boolean?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,release_type,text,Cas1ReleaseType?,yes,,Cas1ReleaseType,,
shared,placement_applications,PlacementApplicationEntity,sentence_type,text,String?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,situation,text,String?,yes,,,,
shared,placement_applications,PlacementApplicationEntity,backfilled_automatic,boolean,Boolean,no,,,,
shared,placement_applications,PlacementApplicationEntity,version,bigint,Long,no,,,,@Version
shared,placement_requests,PlacementRequestEntity,id,uuid,UUID,no,PK,,,
shared,placement_requests,PlacementRequestEntity,expected_arrival,date,LocalDate,no,,,,
shared,placement_requests,PlacementRequestEntity,duration,integer,Int,no,,,,
shared,placement_requests,PlacementRequestEntity,application_id,uuid,UUID,no,FK,,ManyToOne -> approved_premises_applications,FetchType.LAZY
shared,placement_requests,PlacementRequestEntity,assessment_id,uuid,UUID,no,FK,,ManyToOne -> approved_premises_assessments,FetchType.LAZY
shared,placement_requests,PlacementRequestEntity,placement_application_id,uuid,UUID?,yes,FK,,OneToOne -> placement_applications,
shared,placement_requests,PlacementRequestEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,placement_requests,PlacementRequestEntity,notes,text,String?,yes,,,,
shared,placement_requests,PlacementRequestEntity,placement_requirements_id,uuid,UUID,no,FK,,ManyToOne -> placement_requirements,FetchType.LAZY
shared,placement_requests,PlacementRequestEntity,is_parole,boolean,Boolean,no,,,,
shared,placement_requests,PlacementRequestEntity,is_withdrawn,boolean,Boolean,no,,,,
shared,placement_requests,PlacementRequestEntity,withdrawal_reason,text,PlacementRequestWithdrawalReason?,yes,,see PlacementRequestWithdrawalReason enum,,
shared,placement_requests,PlacementRequestEntity,due_at,timestamptz,,yes,,,,"physical column (migration 20240226130325); not mapped in PlacementRequestEntity"
shared,placement_requests,PlacementRequestEntity,version,bigint,Long,no,,,,@Version
shared,probation_area_probation_region_mappings,ProbationAreaProbationRegionMappingEntity,id,uuid,UUID,no,PK,,,
shared,probation_area_probation_region_mappings,ProbationAreaProbationRegionMappingEntity,probation_area_delius_code,text,String,no,,,,
shared,probation_area_probation_region_mappings,ProbationAreaProbationRegionMappingEntity,probation_region_id,uuid,UUID,no,FK,,ManyToOne -> probation_regions,
shared,offline_applications,OfflineApplicationEntity,id,uuid,UUID,no,PK,,,
shared,offline_applications,OfflineApplicationEntity,crn,text,String,no,,,,
shared,offline_applications,OfflineApplicationEntity,service,text,String,no,,,,
shared,offline_applications,OfflineApplicationEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,offline_applications,OfflineApplicationEntity,event_number,text,String?,yes,,,,
shared,offline_applications,OfflineApplicationEntity,name,text,String?,yes,,,,
shared,applications,ApplicationEntity,id,uuid,UUID,no,PK,,,Base class (JOINED inheritance); discriminator service
shared,applications,ApplicationEntity,service,text,String,no,,approved-premises|temporary-accommodation,,@DiscriminatorColumn(name=service)
shared,applications,ApplicationEntity,crn,text,String,no,,,,
shared,applications,ApplicationEntity,created_by_user_id,uuid,UUID,no,FK,,ManyToOne -> users,
shared,applications,ApplicationEntity,data,jsonb,String?,yes,,,,@Type(JsonType)
shared,applications,ApplicationEntity,document,jsonb,String?,yes,,,,@Type(JsonType)
shared,applications,ApplicationEntity,created_at,timestamptz,OffsetDateTime,no,,,,
shared,applications,ApplicationEntity,submitted_at,timestamptz,OffsetDateTime?,yes,,,,
shared,applications,ApplicationEntity,deleted_at,timestamptz,OffsetDateTime?,yes,,,,
shared,applications,ApplicationEntity,noms_number,text,String?,yes,,,,
shared,applications,ApplicationEntity,version,bigint,Long,no,,,,@Version
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,id,uuid,UUID,no,PK,,OneToOne -> applications,@DiscriminatorValue=approved-premises; @PrimaryKeyJoinColumn
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,is_womens_application,boolean,Boolean?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,is_emergency_application,boolean,Boolean?,yes,,,,@Deprecated
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,ap_type,text,ApprovedPremisesType,no,,ApprovedPremisesType,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,is_inapplicable,boolean,Boolean?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,is_withdrawn,boolean,Boolean,no,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,withdrawal_reason,text,String?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,other_withdrawal_reason,text,String?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,conviction_id,bigint,Long,no,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,event_number,text,String,no,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,offence_id,text,String,no,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,risk_ratings,jsonb,PersonRisks,no,,,,@Type(JsonType)
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,release_type,text,Cas1ReleaseType?,yes,,Cas1ReleaseType,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,sentence_type,text,String?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,situation,text,String?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,arrival_date,timestamptz,OffsetDateTime?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,duration,integer,Int?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,name,text,String,no,,,,@Deprecated; use Cas1OffenderEntity
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,target_location,text,String?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,status,text,ApprovedPremisesApplicationStatus,no,,ApprovedPremisesApplicationStatus,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,inmate_in_out_status_on_submission,text,String?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,ap_area_id,uuid,UUID?,yes,FK,,ManyToOne -> ap_areas,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,cas1_cru_management_area_id,uuid,UUID?,yes,FK,,ManyToOne -> cas1_cru_management_areas,FetchType.LAZY
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,applicant_cas1_application_user_details_id,uuid,UUID?,yes,FK,,OneToOne -> cas_1_application_user_details,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,case_manager_is_not_applicant,boolean,Boolean?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,case_manager_cas1_application_user_details_id,uuid,UUID?,yes,FK,,OneToOne -> cas_1_application_user_details,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,notice_type,text,Cas1ApplicationTimelinessCategory?,yes,,Cas1ApplicationTimelinessCategory,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,licence_expiry_date,date,LocalDate?,yes,,,,
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,cas1_offender_id,uuid,UUID?,yes,FK,,ManyToOne -> cas1_offenders,FetchType.LAZY
shared,approved_premises_applications,ApprovedPremisesApplicationEntity,expired_reason,text,String?,yes,,,,
shared,approved_premises_application_team_codes,ApplicationTeamCodeEntity,id,uuid,UUID,no,PK,,,
shared,approved_premises_application_team_codes,ApplicationTeamCodeEntity,application_id,uuid,UUID,no,FK,,ManyToOne -> approved_premises_applications,
shared,approved_premises_application_team_codes,ApplicationTeamCodeEntity,team_code,text,String,no,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,id,uuid,UUID,no,PK,,OneToOne -> applications,@DiscriminatorValue=temporary-accommodation; @PrimaryKeyJoinColumn
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,conviction_id,bigint,Long,no,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,event_number,text,String,no,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,offence_id,text,String,no,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,risk_ratings,jsonb,PersonRisks,no,,,,@Type(JsonType)
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,probation_region_id,uuid,UUID,no,FK,,ManyToOne -> probation_regions,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,arrival_date,timestamptz,OffsetDateTime?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,is_registered_sex_offender,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,is_history_of_sexual_offence,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,is_concerning_sexual_behaviour,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,needs_accessible_property,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,has_history_of_arson,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,is_concerning_arson_behaviour,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,is_duty_to_refer_submitted,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,duty_to_refer_submission_date,date,LocalDate?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,duty_to_refer_outcome,text,String?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,is_eligible,boolean,Boolean?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,eligibility_reason,text,String?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,duty_to_refer_local_authority_area_name,text,String?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,prison_name_on_creation,text,String?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,person_release_date,date,LocalDate?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,name,text,String?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,prison_release_types,text,String?,yes,,,,
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,probation_delivery_unit_id,uuid,UUID?,yes,FK,,ManyToOne -> probation_delivery_units,FetchType.LAZY
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,previous_referral_probation_region_id,uuid,UUID?,yes,FK,,ManyToOne -> probation_regions,FetchType.LAZY
shared,temporary_accommodation_applications,TemporaryAccommodationApplicationEntity,previous_referral_probation_delivery_unit_id,uuid,UUID?,yes,FK,,ManyToOne -> probation_delivery_units,FetchType.LAZY
shared,destination_providers,DestinationProviderEntity,id,uuid,UUID,no,PK,,,
shared,destination_providers,DestinationProviderEntity,name,text,String,no,,,,
shared,destination_providers,DestinationProviderEntity,is_active,boolean,Boolean,no,,,,
